Category,Periodical
III. INDEPENDENT TRADE UNIONS,"Railway Employees' Journal (m.). Established 1913, $1. Brotherhood of Railroad Employees, 190 North State Street, Chicago, Ill. W. B. Montgomery, ed."
III. INDEPENDENT TRADE UNIONS,"Railway Expressman, The (m.)- Established 1919, 64 pages, $1, circulation 18,000. Order of Railway Expressmen, 105 West Monroe Street, Chicago, Ill. E. H. Wilson, ed. Federated Press, Labor Press League,"
III. INDEPENDENT TRADE UNIONS,"Steam Shovel and Dredge (m.). Established 1900, 64 pages, $1.50, circulation 6,000. International Brother hood of Steam Shovel and Dredge Men, Room 1208, 105 West Monroe Street, Chicago, Ill. F. E. Langdon, M. H. Madden, eds. Uses mats."
III. INDEPENDENT TRADE UNIONS,"Train Dispatcher, The (m.). Established 1919, 64 pages, $1.50, circulation 6,000. American Train Dispatchers Association, Train Dispatchers Building, 10 East Huron Street, Chicago, Ill. C. L. Darling, E. H. Stevenson, eds. Federated Press."
III. INDEPENDENT TRADE UNIONS,"Bermunkas (w.). Hungarian. Mondays. Established 1912, 6 pages, $2, circulation 6,000. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill. Louis Bartha, ed. Federated Press, Defense News Service."
III. INDEPENDENT TRADE UNIONS,"Felszabadulas (w.). Hungarian. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill."
III. INDEPENDENT TRADE UNIONS,"Golos Truzenika (f.). Russian. Established 1917, 32 pages, $1.50, circulation 5,000. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill. William Horwich, ed."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Industrialist! (d.). Finnish. Established 1917, 4-6 pages, $4.50, circulation 9,000. The Workers' Socialist Publish ing Co. Inc., 22-24 Lake Avenue North, Duluth, Minn. Hellin Vitikainen, K. Laito, Manu Porre, Vaino Pelto, Andrew Vitikainen, eds. Official organ, Industrial Workers of the World. Federated Press, Defense News Service. Uses mats."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Industrial Pioneer (m.). Established 1923, 48 pages, $2, circulation 12,500. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill. John A. Gahan, ed."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Industrial Solidarity (w.). Wednesdays. Established 1909, 6 pages, $2, circulation 8,000. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill. Vern Smith, ed., John Gahan, bus. mgr. Defense News Service, Federated Press. Uses mats some times."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Industrial Unionist (w.). Established 1925, 4 pages, $2, cir culation 4,500. The ""Emergency Program"" branches of the Industrial Workers of the World, Box 3291, Port land, Oregon. James Lance, ed., True Tuttle, bus. mgr."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Industrial Worker (semi-w.). Wednesday and Saturday. Established 1909, 4 pages, $4, circulation 5,000. North west branches, Industrial Workers of the World, 1925 Western Avenue, Seattle, Wash. C. E. Payne, ed."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Industrijalni Radnik (f.). Croatian. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Jedna Velka Unie (m.). Bohemian. Established 1920, 48 pages, $2, circulation 3,000. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill. De fense News, Federated Press."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Marine Worker (f.). Established 1921, 4 pages, circulation 25,000. Marine Transport Workers' Industrial Union No. 510, The Industrial Workers of the World, 3 Coenties Slip, New York, N. Y."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Proletario, II (w.). Italian. Saturdays. Established 1896, 4 pages, $2, circulation 7,000. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill. G. Mangano, 158 Carroll Street, Brooklyn, N. Y., ed."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Railroad Workers' Bulletin (m.). Established 1925, 8 pages. Railroad Workers' Industrial Union No. 520, of the Industrial Workers of the World, 3333 West Bel mont Avenue, Chicago, Ill."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Solidaridad (f.). Spanish. Established 1918, 4 pages, $1, circulation 7,500. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill. - Adolfo Garcia, ed."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Tie Vapauteen (m.). Finnish. Established 1918, 32 pages, $1.75, circulation 8,000. Industrial Workers of the World, 3333 West Belmont Avenue, Chicago, Ill. Henry Aho, ed. Defense News Service."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Industrialist, The (m.). Established 1922, 4 pages, $.50, circulation 6,000. Printers' Industrial League of New York, Box 63, Washington Bridge Station, New York, N. Y. D'Arcy Milliken, ed, E. M. Martin, Harry Shea, William J. McLaughlin, assoc. eds. Uses mats."
IV. INDUSTRIAL WORKERS OF THE WORLD,"International Metal Trades Amalgamation Bulletin (m.). Established 1923, 4 pages, $.50, circulation 5,000. In ternational Metal Trades Amalgamation Committee, Section of the Trade Union Educational League, 1113 W. Washington Street, Chicago, Ill. A. Overgaard, ed."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Needle Worker (m.). Jewish and English. 'Established 1923, 4-8 pages, $.50, circulation 8,000. Needle Trades Section, Trade Union Educational League, 108 East 14th Street, New York, N. Y. Federated Press. Uses mats."
IV. INDUSTRIAL WORKERS OF THE WORLD,"Printing Trades Amalgamationist (w.). International Com mittee for Amalgamation in the Printing Industry, 1113 Washington Street, Chicago, Ill."
V. TRADE UNION EDUCATIONAL LEAGUE AND RELATED GROUPS,"Progressive Building Trades Worker (m.). Established 1923, 4 pages, $.35, circulation 9,000. International Committee for the Amalgamation of the Building Trades, 19 South Lincoln Street, Chicago, Ill. Arne Swabeck, J. W. Johnstone, eds."
V. TRADE UNION EDUCATIONAL LEAGUE AND RELATED GROUPS,"Railroad Amalgamation Advocate, The (m.). Established 1922, 4 pages, $.40, circulation 10,000. International Committee for Amalgamation in the Railroad Industry, 411 Dakota Building, 54 W. 7th Street, St. Paul, Minn. O. H. Wangerin, ed. Federated Press."
V. TRADE UNION EDUCATIONAL LEAGUE AND RELATED GROUPS,"Workers' Monthly, The (m). Established 1924, 48 pages, $2, circulation 25,000. The Daily Worker Publishing Co., 1113 West Washington Boulevard, Chicago, Ill. Earl Browder, ed."
V. TRADE UNION EDUCATIONAL LEAGUE AND RELATED GROUPS,"Brookwood Review, The (m.). Established 1922, 4-8 pages, circulation 700. Brookwood Cooperators, Katonah, N. Y. Faculty, ed. Official organ, Brookwood Labor College, a school endorsed by international unions, state federations, central bodies, etc."
V. TRADE UNION EDUCATIONAL LEAGUE AND RELATED GROUPS,"Facts for Workers (m.). Established 1922, 6 pages, $24, circulation 197. Labor Bureau, Inc., 2 West 43rd St., New York, N. Y. George Soule, Sara Bernheim, eds. Combination news service and economic bulletin."
V. TRADE UNION EDUCATIONAL LEAGUE AND RELATED GROUPS,"Federated Press Daily Mail Service Sheet, The (d.). Established 1920, 5,000 word clipsheet, $1.50 to $25 a week. Circulation, 150 papers, unions and individuals. The Federated Press, Inc., (non-profit making) 156 West Washington Street, Chicago, Ill. Carl Haessler, man. ed. Endorsed by international unions, state federations, etc. The clipsheet formerly printed daily as a unit in Chicago now is sent in mimeograph form direct , to member papers from the Washington, New York and Chicago bureaus, together with The Federated Press Labor Letter which goes out once a week from the Chicago office to all members and is used by them as a clip sheet."
V. TRADE UNION EDUCATIONAL LEAGUE AND RELATED GROUPS,"Federated Press Labor Letter, The (w.). Wednesdays. Established 1921, 8 pages, $2, circulation 1,000. Fede rated Press League, 156 West Washington Street, Chicago, Ill. Carl Haessler, ed."
V. TRADE UNION EDUCATIONAL LEAGUE AND RELATED GROUPS,"Friend, The (m.). Jewish and English. Established 1910, 32 pages, circulation 73,000. The Workmen's Circle, 175 East Broadway, New York, N. Y. Joseph Baskin, ed. Labor and Socialist."
VI. WORKERS' EDUCATION AND RESEARCH,"Jewish Workers' Voice (m.). Established 1912, 32 pages, $1, circulation 8,000. Jewish National Workers* Alliance of America (fraternal order), 228 East Broadway, New York, N. Y. Meyer L. Brown, Samuel Goldstein, eds."
VI. WORKERS' EDUCATION AND RESEARCH,"Labor Student, The (m.). Established 1925, 16 pages, $.50. Rand School of Social Science, 7 East 15th Street, New York, N. Y. Algernon Lee, ed., Marius Han- some, assoc. ed."
VI. WORKERS' EDUCATION AND RESEARCH,"News-Bulletin (bi-m.). Established 1922, 8-12 pages, cir culation 5,000. League for Industrial Democracy, 70 Fifth Avenue, New York, N. Y. Harry W. Laidler, Norman Thomas, eds."
VI. WORKERS' EDUCATION AND RESEARCH,"Official Bulletin (irreg.). Established 1925, 4 pages. Work ers' School, 108 East 14th Street, New York, N. Y."
VI. WORKERS' EDUCATION AND RESEARCH,"Solidarity (m.). English and German. Established 1906, 24 pages, $1, circulation 49,000. Workmen's Sick and Death Benefit Fund of the United States of America, 9 Seventh Street, New York, N. Y. Otto Sattler, ed."
VI. WORKERS' EDUCATION AND RESEARCH,"Workers' Education (q.). Established 1923, 40 pages, $1, circulation 1,000. Workers' Education Bureau of America, 476 West 24th Street, New York, N. Y. John P. Frey, Fannia M. Cohn, Spencer Miller, Jr., eds."
VI. WORKERS' EDUCATION AND RESEARCH,"Agricultural Cooperation (f.). Established 1922, 20 pages, circulation 3,000. United States Department of Agri culture, Division of Agricultural Cooperation, Wash ington, D. C."
VI. WORKERS' EDUCATION AND RESEARCH,"Agricultural Grange News (f.). Established 1912, 8-16 pages, $.50, circulation 12,600. Washington State Grange, 1007 Weller Street, Seattle, Wash. A. S. Goss, ed."
VI. WORKERS' EDUCATION AND RESEARCH,"Associate Magazine (m.). Established 1920, 4 pages, circu lation 5-8,000. The Cooperative League ��_�� of America, 167 West 12th Street, New York, N. Y. Cedric Long, ed. A three-page paper with syndicated material and one page left blank for local society to use."
VI. WORKERS' EDUCATION AND RESEARCH,"Bridge, The (m.). Established 1924, 8 pages, $1, circula tion, 3,000. Credit Union National Extension Bureau, 5 Park Square, Boston, Mass. Roy F. Bergengren, Arthur N. Fernald, Frances P. Habern, eds. Aims to reach those interested in credit union development."
VI. WORKERS' EDUCATION AND RESEARCH,"Cleveland Cooperator (m.). Established 1922, 4 pages, cir culation 2,500. City Cooperative Dairy Co., 9004 Wood land, Cleveland, Ohio. Edward Solun, ed."
VI. WORKERS' EDUCATION AND RESEARCH,"Colorado Union Farmer (f.). Established 1919, 4 pages, $1, circulation 7,000. The Farmers' Educational and Cooperative Union of Colorado, 304 Bank Block, Den ver, Colo. Val Sherman, ed."
VII. COOPERATION,"Cooperation (m.). Established 1914, 20 pages, $1, circula tion 2,000. The Cooperative League of the United States of America, 167 West 12th Street, New York, N. Y. James P. Warbasse. ed."
VII. COOPERATION,"Cooperative Bulletin (q.). Jewish. Established 1923, 8 pages, $.50, circulation 5,000. Cooperative Bakeries of Massachusetts, 133 Oxford Street, Lynn, Mass. Benj. D. Levine, Meyer Goldberg, eds. Endorsed by Cooper ative League of America."
VII. COOPERATION,"Cooperative News Service (w.). Established 1921, 2 pages, $2. All American Cooperative Commission, 806 En gineers Building, Cleveland, Ohio. Albert F. Coyle, ed. ""Service is furnished directly to more than 400 farm and labor papers who in turn reprint it giving its con tents to more than 2,5pO,000 readers weekly."" 500 farm and labor organizations comprise the All Ameri can Cooperative Commission."
VII. COOPERATION,"Cooperative Student, The (semi-yearly). Established 1923, 4 pages, $.50, circulation 2,200. Cooperative Educational Association, Inc., 400 Stone Avenue, Brooklyn, N. Y. J. L. Afros, ed."
VII. COOPERATION,"Cooperators Herald, The (m.). 16 and more pages, $1, circulation 20,000. Exchange Publishing Co., Equity Cooperative Exchange, Gloge Building, St. Paul, Minn. Richard A. D. Lee, George C. Lambert, James Manahan, eds. Official organ, State Union, American Society of Equity, Stockholders Equity Cooperative Exchange. Practical cooperation and marketing of farm products."
VII. COOPERATION,"Equity News (f.). Established 1911, 16 pages, $1, circula tion 12,000. Wisconsin State Union, American Society of Equity, 440 Washington Building, Madison, Wis. George A. Nelson, ed."
VII. COOPERATION,"Home Cooperator (m.). Established 1920, circulation 5- 8,000. The Cooperative League of America, 167 West 12th Street, New York, N. Y. Cedric Long, ed."
VII. COOPERATION,"Iowa Union Farmer (f.). Wednesdays. Established 1918, 4 pages, $1, circulation 14,500. Farmers' Educational and Cooperative Union of America, Iowa division, Columbus Junction, Iowa. Uses mats."
VII. COOPERATION,"Kansas Union Farmer (w.). Thursdays. 4 pages, $1, cir culation 25,000. W. C. Lansdon, John Tromble, eds., P. O. Box 48, Salina, Kansas. Official organ, Farmers' Educational and Cooperative Union of America."
VII. COOPERATION,"Kentucky Union Farmer (f.). Established 1917, 4 pages, $1, circulation 15,000. Kentucky Division, Farmers' Educational and Cooperative Union of America, 804 Guaranty Bank Building, Lexington, Ky. James H. White, ed., E. L. Harrison, man. ed. Uses mats"
VII. COOPERATION,"Llano Colonist, The (w.). Saturdays. Established 1921, 16 pages, $1.50, circulation 2,000. The Llano Publica tions, Newllano, Vernon Parish, La. Carl Henry Glee- ser, ed. Federated Press."
VII. COOPERATION,"Minneapolis Cooperator, The (m.). Established 1922, 8 pages, circulation 20,000. The Franklin Cooperative Creamery Association, 2108 Washington Avenue, North, Minneapolis, Minn."
VII. COOPERATION,"Nebraska Union Farmer (m.). Established 1914, 8 pages, circulation 20,000. Nebraska Division, Farmers' Edu cational and Cooperative Union of America, llth and Jones Streets, Omaha, Nebr. L. S. Herron, ed."
VII. COOPERATION,"Southern California Cooperator, The (m.). The San Diego Cooperative Association, 1033 Broadway, San Diego, Calif."
VII. COOPERATION,"United Consumer, The (m.). Established 1923, 16 pages,"
VII. COOPERATION,"��_50, circulation 6,250. Educational Department Central tales Cooperative Wholesale Society, 1752 State St., East St. Louis. Ills. A. W. Warriner, ed. Endorsed by State Federation of Labor."
VII. COOPERATION,"Americke Delnicke Listy (w.). Fridays. Established 1909, 20 pages, $3. Bohemian Socialistic Printing and Pub lishing Co., 4130 Broadway, Cleveland, Ohio. Joseph Martinek, ed. Official organ, Bohemian (Czechoslovak) Federation of Socialist Party of the United States and endorsed by Czechoslovak Workers Council of Cleveland (labor organizations)."
VII. COOPERATION,"Arbeiter-Zeitung (w.). German. 1642 North Halsted Street, Chicago, Ill."
VII. COOPERATION,"Arbeiter-Zeitung (w.). German. Saturdays. Established 1898, 8 pages, $2, circulation 5,600. Labor Pub lishing Co., 940 Chouteau Avenue, St. Louis, Mo. G. A. Hoehn, ed."
VII. COOPERATION,"Chicago Socialist, The (w.). Saturdays. 4 pages, $1.50. Socialist Party of Cook County, 1501 Warren Avenue, Chicago, Ill. Florence Hall and W. R. Snow, eds. Federated Press."
VII. COOPERATION,"Citizen, The (w.). Fridays. Established 1910, 4-8 pages, $1.50, circulation 2,000. The Citizen Publishing Co., 156 Barrett Street, Schenectady, N. Y. Hawley B. Van Vechten, ed. National Socialist Party press service. Official organ Socialist Party of Schenectady."
VII. COOPERATION,"Dziennik Ludowy (d.). Except Sunday. Established 1906, 12-16 pages, $6, circulation 27,000. Polish People's Publishing Co., 959 Milwaukee Avenue, Chicago, Ill. Adam Olszewski, ed. Endorsed by Polish Socialist Alliance of America. Uses mats. Socialist."
VII. COOPERATION,"Emancipator, The (tri-w.). Established 1921, 8 pages, $3.60, circulation 3,000. Working People's Committee, Main Street, St. Thomas, Virgin Islands. Rotschild Francis, ed. Federated Press. Socialist."
VIII. SOCIALIST,"Eritassard Hayastan (w.). Armenian. Established 1903, 4 pages, $3, circulation 2,000. Eritassard Hayastan Pub lishing Co., 6 Parmelee Street, Boston, Mass. B. Bondatzi, man. ed. Official organ, Social Democrat Hentchakian Party."
VIII. SOCIALIST,"Free Youth (m.). Established 1924, 20-32 pages, $1, circu lation 3,000. Young People's Socialist League, Greater New York, 7 East 15th Street, New York, N. Y. Gertrude Weil Klein, Samuel H. Friedman, Morris Novik, eds."
VIII. SOCIALIST,"Hairenik (d.). Armenian. 13 Shawmut Ave., Boston, Mass."
VIII. SOCIALIST,"Jewish Daily Forward (d.). Established 1897, 8-32 pages, $10, circulation 205,000. Forward Association, 175 East Broadway, New York, N. Y. Abraham Cahan, ed. Endorsed by Socialist Party, United Hebrew Trades, Workmen's Circle. Universal News Service. Uses mats. Issues editions in Philadelphia, Pittsburgh, Bal timore, Detroit, Cleveland, St. Louis, and Los Angeles."
VIII. SOCIALIST,"Jewish Daily Forward (d.). Established l919, 8 pages, $11, circulation 42,000. Forward Association, 175 East Broadway, New York, N. Y. Abraham Cahan, ed. Chi cago edition, 1128 Blue Island Avenue, Chicago, Ill. B. Schlessinger, bus. mgr."
VIII. SOCIALIST,"Messenger, The (m.). Established 1918, 32-42 pages, $1.75, circulation 5-10,000. The Messenger Publishing Co., 2311 Seventh Avenue, New York, N. Y. A. Philip Randolph, Chandler Owen, eds. Official organ, Friends of Negro Freedom, endorsed by various trade unions. Federated Press."
VIII. SOCIALIST,"Miami Valley Socialist (w.). Fridays. Established 1912, 4 pages, $1, circulation 3,000. Socialist Party of Dayton, 124 S. Jefferson Street, Dayton, Ohio. Joseph W. Sharts, ed. Official organ, Socialist Party of Ohio. Federated Press, National office, Socialist Party of United States. Uses mats."
VIII. SOCIALIST,"Milwaukee Leader, The (d.). Established 1911, 12-32 pages, $6, circulation 49,102. Milwaukee Social Democratic Pub lishing Co., 528-32 Chestnut Street, Milwaukee, Wis. Victor L. Berger, ed. in chief. United Press. Socialist."
VIII. SOCIALIST,"Naujienos (d.). Lithuanian. Established 1914, 6-12 pages, $7, circulation 26,500. The Lithuanian News Publishing Co., 1739 South Halsted Street, Chicago, Ill. P. Grigaitis, ed. Endorsed by Lithuanian Federation of Socialist Party. Associated Press, United Pres$. Uses mats."
VIII. SOCIALIST,"New Leader, The (w.). Fridays. Established 1924, 12 pages, $2, circulation 25,000. The New Leader Associ ation, 7 East 15th Street, New York, N. Y. James Oneal, Edward Levinson, eds. Official organ, Socialist Party. Uses mats."
VIII. SOCIALIST,"Nykyaika (m.). Established 1907, 32 pages, $2, circulation 5,000. Finnish Socialistic Publishing Co., 48 Wallace Avenue, Fitchburg, Mass. W. N. Reivo, ed. Official organ, Finnish Federation, Socialist Party. Uses mats."
VIII. SOCIALIST,"Parola del Popolo, La (w.). Saturdays. Established 1910, 4-10 pages, $2, circulation 10,000. Italian Federation of the Socialist Party, 1011 Blue Island Avenue, Chica go, Ill. G. Bertelli, P. M. Camboni, eds. Uses mats."
VIII. SOCIALIST,"Philadelphia Tageblatt (d.). Established 1877, 8-24 pages, $12. Philadelphia Tageblatt Publishing Association, 107 North 6th Street, Philadelphia, Pa. Edmund Thomaser, Dr. Martin Darkow, H. Kahler, eds. Offi cial organ, United German Trades."
VIII. SOCIALIST,"Proletarec (w.). Thursdays. Established 1907, 20 pages, $3, circulation 12,000. Jugoslav Workmen's Publishing Co., 3639 West 26th Street, Chicago, Ill. Frank Zaitz, Anton Zagar, eds. Official organ, Jugoslav Federation, Socialist Party. Uses mats"
VIII. SOCIALIST,"Raivaaja (d. except Sunday). Established 1905, 6 pages, $6, circulation 6-7,000. Finnish Socialist Publishing Co., 48 Wallace Avenue, Fitchburg, Mass. F. J. Syrjala, Lauri Moilanen, Yrjo Makela, A. E. Usenius, Oskari Tokoi, eds. Official organ, Finnish Federation, Socialist Party. Uses mats."
VIII. SOCIALIST,"Reading Labor Advocate (w.). Saturdays. Established 1900, 8 pages, $1. Reading Publishing Cooperative As sociation, 27-29 Reed Street, Reading, Pa. Raymond S. Hpfses, ed. Official organ, Federated Trades Council, Local Berks County, Socialist Party. Fede rated Press, National Socialist Party press."
VIII. SOCIALIST,"Robotnik Polski (w.). Saturdays. Established 1897, 12 pages, $3, circulation 28,000. Polish People's Publishing Co., 959 Milwaukee Avenue, Chicago, Ill. Adam Olszewski, ed. Endorsed by Polish Socialist Alliance of America. Uses mats. Socialist."
VIII. SOCIALIST,"St. Louis Labor (w.). Saturdays. Established 1900, 8 pages, $2, circulation 6,750. Labor Publishing Co., 940 Chouteau Avenue, St. Louis, Mo. G. A. Hoehn, ed."
VIII. SOCIALIST,"Socialist World, The (m.). Established 1920, 16 pages, $1, circulation 14,000. National office, Socialist Party of the United States, 2653 Washington Boulevard, Chicago, Ill. Socialist Press Service."
VIII. SOCIALIST,"Volks-Stimme (w.). Wednesdays. Established 1925, 8"
VIII. SOCIALIST,"pages, $2. German language group, Socialist Party,"
VIII. SOCIALIST,"107 North 6th Street, Philadelphia, Pa. E. Thomaser, ed."
VIII. SOCIALIST,"Wecker, Der (w.). Saturdays. Established 1921, 16 pages, $2.50. Jewish Socialist Verband, 175 East Broadway. David Shub, ed. Official organ, Jewish Socialist Ver band, Socialist Party of the United States."
VIII. SOCIALIST,"World, The (w.). Fridays. Established 1903, 4 pages, $2, circulation 4,000. The World Press, Inc., 1020 Broad way, Oakland, Calif. Cameron H. King, ed. Corpo ration owned by Socialist Party and members. Official organ, Socialist Party of California. Federated Press, National Office, Socialist Party."
VIII. SOCIALIST,"Yiddisher Arbeiter, Der (w.). Established 1923, 16-32 pages, $2.50, 6,000. Poale Zion of America, 133 Second Ave., New York, ,N. Y. I. Zaar, ed. Socialist."
VIII. SOCIALIST,"Zukunft, Die (m.). Established 1899, 66 pages, $1.50. The Forward Association, 175 East Broadway, New York, N. Y. Abraham Liessen, ed."
VIII. SOCIALIST,"Daily Worker, The (d..) Established 1924, 8 pages, $6, cir culation 25,000. Daily Worker Publishing Co., 1113 West Washington Boulevard, Chicago, Ill. J. Louis Engdahl, William F. Dunne, eds. Official organ, Workers' Party of America. International News Service, Federated Press. Uses mats."
VIII. SOCIALIST,"Darbininkiu Balsas (m.). Established 1916, 24 pages, $1.50, circulation 4,000. Lithuanian Women's Progressive Alliance of America, 46 Ten Eyck Street, Brooklyn, N. Y. Helen Yeskevich, ed."
VIII. SOCIALIST,"Delnik. Bohemian. 1113 West Washington Boulevard, Chicago, Ill."
VIII. SOCIALIST,"Empros (w.). Saturdays. Established 1918, 6 pages, $2, cir culation 5,000. Greek Federation of the Workers' Party of America, 1113 West Washington Boulevard, Chicago Ill."
VIII. SOCIALIST,"Desteptarea (w.). Sundays. Established 1914, 4 pages, $2, circulation 1,850. Roumanian Federation, Workers' Party of America, 4417 Chewe Street, Detroit, Mich. John C. Serb, ed. Uses mats."
VIII. SOCIALIST,"Eteenpain (d.). Established 1921, 6-8 pages, $6, circulation 9,800. Eteenpain Cooperative Society, 54 Belmont, Wor cester, Mass. Elis Sulkanan, ed. Official organ, Fin nish Federation, Workers' Party of America. Federated Press. Uses mats."
VIII. SOCIALIST,"Freiheit (d.). Jewish. Established 1922, 6 pages, $9, circu lation 50,000. The Freiheit Publishing Association 30 Union Square, New York, N. Y. Official organ, Workers' Party of America. Federated Press, Jewish Telegraph Agency."
VIII. SOCIALIST,"Labor Unity (w.). Thursdays. Established 1920, 4 pages, $2, circulation 3,500. Workers' Association, 225 Valencia Street, San Francisco, Calif. Endorsed by local unions. Federated Press. Uses mats."
IX. COMMUNIST,"Laisve (d. except Sunday). Established 1911, 4-6 pages, $6, circulation 15,000. Lithuanian Cooperative Publishing So ciety, Inc., 46 Ten Eyck Street, Brooklyn, N. Y. W. Rhodes, ed."
IX. COMMUNIST,"Lavoratore, II (w.). Saturdays. Established 1924, 4 pages, circulation 12,500. Italian Federation, Workers' Party of America, 108 East 14th Street, New York, N. Y. Federated Press. Uses mats."
IX. COMMUNIST,"New Yorker Volkszeitung (d.). German. Established 1877, 6-24 pages, $13, circulation 22,000. Socialist Cooperative Publishing Association, 15 Spruce Street, New York, N. Y. Ludwig Lore, ed. in chief. Universal, Standard, Federated Press. Uses mats."
IX. COMMUNIST,"Novy Mir (d.). Established 1923, 4-6 pages, $7, circulation 14,000. Novy Mir Publishing Co., 30 Union Square, New York, N. Y. A. Brailovsky, ed., J. Obolonsky, mgr. Official organ, Russian section, Workers' Party of America."
IX. COMMUNIST,"Ny Tid (w.). Saturdays. Established 1905, 4 pages, $2, cir culation 5,000. Scandinavian Federation, Workers' Party of America, 3206 North Clark Street, Chicago, Ill. Daniel Birgers, ed."
IX. COMMUNIST,"Obrana (w.). Thursdays. Established 1910, 12 pages, $3, circulation 3,600. Czechoslovak Section, Workers' Party of America, 326 East 73rd Street, New York, N. Y. Vac lav Abraham, ed."
IX. COMMUNIST,"Proletar (w.). Armenian. Established 1924, 4 pages, $2, circulation 1,100. Proletarian Publishing Co., 407 Fourth Avenue, New York, N. Y."
IX. COMMUNIST,"Proletarian, The (m.). Established 1918, 16 pages, $1. The Proletarian Party of America, Room 301, 184 West Wash ington Street, Chicago, Ill."
IX. COMMUNIST,"Radnik (tri-w.). Established 1907, 4 pages, $4, circulation 8,000. South Slavic Section, Workers' Party of Ameri ca, 1113 West Washington Boulevard, Chicago, Ill. L. Fisher, K. Mikhalachky, eds. Federated Press. Uses mats."
IX. COMMUNIST,"Sasnanio (f.). Bulgarian. l343 East Ferry Street, Detroit, Mich."
IX. COMMUNIST,"Spravedlnost (d.). Established 1900, 8 pages, $8. Czecho slovak Marxian Federation, 1825 South Lopmis Street, Chicago, 1ll, V. Miniberger, Fr. Kozumplik, F. Jirsa, A. Marek, J. Sverak, eds. Federated Press."
IX. COMMUNIST,"Toveri (d.). Established 1907, 4-24 pages, $5.50, circulation 3,892. Western Workmen's Publishing Society, 131 7th Street, Astoria, Oregon. Sulo Syvanen, A. N. Koskela, Helmi Mattson, Emil Parras, eds. Official organ, Fin nish workers of western states, Finnish Federation, Workers' Party. Federated Press. Uses mats."
IX. COMMUNIST,"Trybuna Robotnicza. Polish. 1113 West Washington Boule vard, Chicago, Ill."
IX. COMMUNIST,"Tyomies (d.). Established 1903, 8 pages, $6, circulation 13,- 800. Tyomies Society, 601-3 Tower Avenue, Superior, Wis. Henry Koski, Arvid Nelson, Kajle Aine, George Laitinen, A. J. Hayes, Henry Asketi, Vilho Boman, eds. Official organ, Finnish Federation, Workers Party and Cooperative Central Exchange, a cooperative organiza tion. Federated Press. Uses mats."
IX. COMMUNIST,"Uj Elore (d.). Hungarian. Established 1905, 6 pages,"
IX. COMMUNIST,"circulation 15,000. S. B. S. Publishing Co., 33 First St., New York, N. Y. Louis Basky, ed. Official organ, Workers' Party of America. International News Service, Universal Service."
IX. COMMUNIST,"Ukrainian Daily 'News (d.). Established 1920, 4-10 pages, $9, circulation 15,000. Ukrainian Daily News Publishing Co., 17 East Third Street, New York, N. Y. International News Service, International Press Correspondence. Com munist. Uses mats."
IX. COMMUNIST,"Uus Ilm (w.). Esthonian. Established 1910, 6 pages, <$4, circulation 550. Esthonian Publication Society, 1787 1st Avenue, New Y,��_rk> N. Y. Alexander Kovel, ed."
IX. COMMUNIST,"Vilnis (semi-w.). Established 1920, 8 pages, $3, circulation 11,500. Workers' Publishing Association, Inc., 3116 South Halsted Street, Chicago, Ill. V. J. Andriulis, J. Gasiunas, eds. Official organ, Lithuanian Federation, Workers' Party. Federated Press."
IX. COMMUNIST,"Vorwaerts (w.). German. Saturdays. Established 1877, 12 pages, $2, circulation 12,000. Socialist Cooperative Pub lishing Association, 15 Spruce Street, New York, N. Y. Ludwig Lore, ed."
IX. COMMUNIST,"Young Comrade, The (m.). Established 1923, 8 pages, $.50, circulation 8,000. Young Workers' League (Junior Sec tion), 1113 West Washington Boulevard, Chicago, Ill. Max Schachtman, ed. Uses mats."
IX. COMMUNIST,"Young Worker, The (w.). Tuesdays. Established 1922, 4 pages, $1.50, circulation 7,000. Young Workers' League of America (National Executive Committee), 1113 West Washington Boulevard, Chicago, Ill. Max Schachtman, ed. Federated Press, Young Communist International Press Service. Uses mats."
